Hora Unix;Hora Local;Distancia;Ticks;GIROSCOPIO;ACELEROMETRO;MAGNETROMETRO;;
1.736.428.304.867.660;2025-01-09 10:11:44.867663;000.01;0; ; ; ;;
1.736.428.304.899.830;2025-01-09 10:11:44.899836;000.01;0; ; ; ;;
1.736.428.304.930.320;2025-01-09 10:11:44.930328;000.01;0; ; ; ;;
1.736.428.304.960.990;2025-01-09 10:11:44.960999;000.01;0; ; ; ;;
1.736.428.304.991.650;2025-01-09 10:11:44.991654;000.01;0; ; ; ;;
1.736.428.305.021.630;2025-01-09 10:11:45.021638;000.01;0; ; ; ;;
173.642.830.505.114;2025-01-09 10:11:45.051140;000.01;0; ; ; ;;
1.736.428.305.080.230;2025-01-09 10:11:45.080238;000.01;0; ; ; ;;
1.736.428.305.155.020;2025-01-09 10:11:45.155023;000.01;0; ; ; ;;
1.736.428.305.185.170;2025-01-09 10:11:45.185175;000.01;0; ; ; ;;
1.736.428.305.214.510;2025-01-09 10:11:45.214516;000.01;0; ; ; ;;
1.736.428.305.243.540;2025-01-09 10:11:45.243548;000.01;0; ; ; ;;
1.736.428.305.273.650;2025-01-09 10:11:45.273652;000.01;0; ; ; ;;
1.736.428.305.303.880;2025-01-09 10:11:45.303888;000.01;0; ; ; ;;
1.736.428.305.332.870;2025-01-09 10:11:45.332877;000.01;0; ; ; ;;
1.736.428.305.362.670;2025-01-09 10:11:45.362674;000.01;0; ; ; ;;
173.642.830.539.229;2025-01-09 10:11:45.392290;000.01;0; ; ; ;;
1.736.428.305.422.230;2025-01-09 10:11:45.422238;000.01;0; ; ; ;;
173.642.830.545.207;2025-01-09 10:11:45.452070;000.01;0; ; ; ;;
1.736.428.305.481.830;2025-01-09 10:11:45.481831;000.01;0; ; ; ;;
1.736.428.305.511.230;2025-01-09 10:11:45.511233;000.01;0; ; ; ;;
1.736.428.305.541.510;2025-01-09 10:11:45.541512;000.01;0; ; ; ;;
1.736.428.305.570.160;2025-01-09 10:11:45.570165;000.01;0; ; ; ;;
1.736.428.305.600.480;2025-01-09 10:11:45.600489;000.01;0; ; ; ;;
1.736.428.305.630.330;2025-01-09 10:11:45.630331;000.01;0; ; ; ;;
1.736.428.305.660.690;2025-01-09 10:11:45.660696;000.01;0; ; ; ;;
1.736.428.305.689.750;2025-01-09 10:11:45.689755;000.01;0; ; ; ;;
1.736.428.305.719.270;2025-01-09 10:11:45.719278;000.01;0; ; ; ;;
1.736.428.305.748.890;2025-01-09 10:11:45.748892;000.01;0; ; ; ;;
1.736.428.305.778.170;2025-01-09 10:11:45.778176;000.01;0; ; ; ;;
1.736.428.305.809.410;2025-01-09 10:11:45.809419;000.01;0; ; ; ;;
1.736.428.305.839.140;2025-01-09 10:11:45.839145;000.01;0; ; ; ;;
1.736.428.305.868.300;2025-01-09 10:11:45.868301;000.01;0; ; ; ;;
1.736.428.305.897.760;2025-01-09 10:11:45.897765;000.01;0; ; ; ;;
1.736.428.305.926.920;2025-01-09 10:11:45.926925;000.01;0; ; ; ;;
1.736.428.305.957.060;2025-01-09 10:11:45.957062;000.01;0; ; ; ;;
1.736.428.305.986.440;2025-01-09 10:11:45.986449;000.01;0; ; ; ;;
1.736.428.306.015.940;2025-01-09 10:11:46.015948;000.01;0; ; ; ;;
1.736.428.306.045.280;2025-01-09 10:11:46.045286;000.01;0; ; ; ;;
1.736.428.306.075.220;2025-01-09 10:11:46.075223;000.01;0; ; ; ;;
1.736.428.306.104.260;2025-01-09 10:11:46.104268;000.01;0; ; ; ;;
1.736.428.306.135.410;2025-01-09 10:11:46.135412;000.01;0; ; ; ;;
1.736.428.306.165.170;2025-01-09 10:11:46.165177;000.01;0; ; ; ;;
1.736.428.306.194.430;2025-01-09 10:11:46.194438;000.01;0; ; ; ;;
1.736.428.306.223.690;2025-01-09 10:11:46.223692;000.01;0; ; ; ;;
1.736.428.306.253.020;2025-01-09 10:11:46.253024;000.01;0; ; ; ;;
1.736.428.306.281.580;2025-01-09 10:11:46.281586;000.01;0; ; ; ;;
1.736.428.306.310.620;2025-01-09 10:11:46.310627;000.01;0; ; ; ;;
1.736.428.306.340.100;2025-01-09 10:11:46.340102;000.01;0; ; ; ;;
173.642.830.636.936;2025-01-09 10:11:46.369360;000.01;0; ; ; ;;
1.736.428.306.398.370;2025-01-09 10:11:46.398376;000.01;0; ; ; ;;
1.736.428.306.427.170;2025-01-09 10:11:46.427179;000.01;0; ; ; ;;
1.736.428.306.456.010;2025-01-09 10:11:46.457070;000.01;0; ; ; ;;
1.736.428.306.486.030;2025-01-09 10:11:46.486039;000.01;0; ; ; ;;
1.736.428.306.515.690;2025-01-09 10:11:46.515694;000.01;0; ; ; ;;
1.736.428.306.544.680;2025-01-09 10:11:46.544681;000.01;0; ; ; ;;
1.736.428.306.574.700;2025-01-09 10:11:46.574708;000.01;0; ; ; ;;
1.736.428.306.605.150;2025-01-09 10:11:46.605156;000.01;0; ; ; ;;
1.736.428.306.655.870;2025-01-09 10:11:46.655875;000.01;0; ; ; ;;
1.736.428.306.686.480;2025-01-09 10:11:46.686483;000.01;0; ; ; ;;
1.736.428.306.716.400;2025-01-09 10:11:46.716404;000.01;0; ; ; ;;
1.736.428.306.746.030;2025-01-09 10:11:46.746037;000.01;0; ; ; ;;
1.736.428.306.775.490;2025-01-09 10:11:46.775498;000.01;0; ; ; ;;
1.736.428.306.806.040;2025-01-09 10:11:46.806043;000.01;0; ; ; ;;
1.736.428.306.835.400;2025-01-09 10:11:46.835409;000.01;0; ; ; ;;
1.736.428.306.864.590;2025-01-09 10:11:46.864593;000.01;0; ; ; ;;
1.736.428.306.893.920;2025-01-09 10:11:46.893927;000.01;0; ; ; ;;
1.736.428.306.924.060;2025-01-09 10:11:46.924065;000.01;0; ; ; ;;
1.736.428.306.953.260;2025-01-09 10:11:46.953262;000.01;0; ; ; ;;
1.736.428.306.982.040;2025-01-09 10:11:46.982043;000.01;0; ; ; ;;
1.736.428.307.012.500;2025-01-09 10:11:47.012509;000.01;0; ; ; ;;
1.736.428.307.042.330;2025-01-09 10:11:47.042331;000.01;0; ; ; ;;
1.736.428.307.071.610;2025-01-09 10:11:47.071611;000.01;0; ; ; ;;
1.736.428.307.100.840;2025-01-09 10:11:47.100845;000.01;0; ; ; ;;
1.736.428.307.130.420;2025-01-09 10:11:47.130426;000.01;0; ; ; ;;
1.736.428.307.161.240;2025-01-09 10:11:47.161246;000.01;0; ; ; ;;
1.736.428.307.190.380;2025-01-09 10:11:47.190389;000.01;0; ; ; ;;
1.736.428.307.219.650;2025-01-09 10:11:47.219652;000.01;0; ; ; ;;
1.736.428.307.248.880;2025-01-09 10:11:47.248886;000.01;0; ; ; ;;
1.736.428.307.278.490;2025-01-09 10:11:47.278499;000.01;0; ; ; ;;
1.736.428.307.307.430;2025-01-09 10:11:47.307436;000.01;0; ; ; ;;
1.736.428.307.337.350;2025-01-09 10:11:47.337354;000.01;0; ; ; ;;
1.736.428.307.367.410;2025-01-09 10:11:47.367417;000.01;0; ; ; ;;
1.736.428.307.396.770;2025-01-09 10:11:47.396775;000.01;0; ; ; ;;
1.736.428.307.426.250;2025-01-09 10:11:47.426259;000.01;0; ; ; ;;
1.736.428.307.457.200;2025-01-09 10:11:47.457204;000.01;0; ; ; ;;
1.736.428.307.485.960;2025-01-09 10:11:47.485967;000.01;0; ; ; ;;
173.642.830.751.553;2025-01-09 10:11:47.515530;000.01;0; ; ; ;;
173.642.830.754.544;2025-01-09 10:11:47.545440;000.01;0; ; ; ;;
1.736.428.307.575.340;2025-01-09 10:11:47.575348;000.01;0; ; ; ;;
1.736.428.307.605.900;2025-01-09 10:11:47.605907;000.01;0; ; ; ;;
1.736.428.307.634.910;2025-01-09 10:11:47.634919;000.01;0; ; ; ;;
1.736.428.307.664.760;2025-01-09 10:11:47.664761;000.01;0; ; ; ;;
1.736.428.307.695.020;2025-01-09 10:11:47.695024;000.01;0; ; ; ;;
1.736.428.307.724.770;2025-01-09 10:11:47.724772;000.01;0; ; ; ;;
1.736.428.307.754.160;2025-01-09 10:11:47.754165;000.01;0; ; ; ;;
173.642.830.778.364;2025-01-09 10:11:47.783640;000.01;0; ; ; ;;
1.736.428.307.812.920;2025-01-09 10:11:47.812923;000.01;0; ; ; ;;
1.736.428.307.842.620;2025-01-09 10:11:47.842628;000.01;0; ; ; ;;
173.642.830.787.185;2025-01-09 10:11:47.871850;000.01;0; ; ; ;;
1.736.428.307.901.410;2025-01-09 10:11:47.901419;000.01;0; ; ; ;;
1.736.428.307.930.580;2025-01-09 10:11:47.930589;000.01;0; ; ; ;;
1.736.428.307.959.840;2025-01-09 10:11:47.959842;000.01;0; ; ; ;;
1.736.428.307.989.290;2025-01-09 10:11:47.989291;000.01;0; ; ; ;;
1.736.428.308.027.960;2025-01-09 10:11:48.027968;000.01;0; ; ; ;;
173.642.830.805.785;2025-01-09 10:11:48.057850;000.01;0; ; ; ;;
173.642.830.808.787;2025-01-09 10:11:48.087870;000.01;0; ; ; ;;
1.736.428.308.117.490;2025-01-09 10:11:48.117498;000.01;0; ; ; ;;
173.642.830.814.729;2025-01-09 10:11:48.147290;000.01;0; ; ; ;;
1.736.428.308.176.320;2025-01-09 10:11:48.176327;000.01;0; ; ; ;;
1.736.428.308.206.420;2025-01-09 10:11:48.206429;000.01;0; ; ; ;;
1.736.428.308.235.390;2025-01-09 10:11:48.235394;000.01;0; ; ; ;;
1.736.428.308.265.140;2025-01-09 10:11:48.265147;000.01;0; ; ; ;;
1.736.428.308.295.120;2025-01-09 10:11:48.295127;000.01;0; ; ; ;;
1.736.428.308.338.240;2025-01-09 10:11:48.338242;000.01;0; ; ; ;;
1.736.428.308.367.620;2025-01-09 10:11:48.367624;000.01;0; ; ; ;;
1.736.428.308.396.600;2025-01-09 10:11:48.396609;000.01;0; ; ; ;;
1.736.428.308.426.430;2025-01-09 10:11:48.426435;000.01;0; ; ; ;;
1.736.428.308.456.020;2025-01-09 10:11:48.456029;000.01;0; ; ; ;;
1.736.428.308.485.950;2025-01-09 10:11:48.485958;000.01;0; ; ; ;;
173.642.830.851.628;2025-01-09 10:11:48.516280;000.01;0; ; ; ;;
1.736.428.308.545.890;2025-01-09 10:11:48.545894;000.01;0; ; ; ;;
1.736.428.308.576.000;2025-01-09 10:11:48.576008;000.01;0; ; ; ;;
1.736.428.308.605.100;2025-01-09 10:11:48.605103;000.01;0; ; ; ;;
173.642.830.863.468;2025-01-09 10:11:48.634680;000.01;0; ; ; ;;
1.736.428.308.664.250;2025-01-09 10:11:48.664253;000.01;0; ; ; ;;
1.736.428.308.693.710;2025-01-09 10:11:48.693719;000.01;0; ; ; ;;
1.736.428.308.723.390;2025-01-09 10:11:48.723399;000.01;0; ; ; ;;
1.736.428.308.754.690;2025-01-09 10:11:48.754694;000.01;0; ; ; ;;
1.736.428.308.783.710;2025-01-09 10:11:48.783712;000.01;0; ; ; ;;
1.736.428.308.813.270;2025-01-09 10:11:48.813272;000.01;0; ; ; ;;
1.736.428.308.842.560;2025-01-09 10:11:48.842564;000.01;0; ; ; ;;
1.736.428.308.872.130;2025-01-09 10:11:48.872137;000.01;0; ; ; ;;
1.736.428.308.901.430;2025-01-09 10:11:48.901431;000.01;0; ; ; ;;
1.736.428.308.930.700;2025-01-09 10:11:48.930703;000.01;0; ; ; ;;
1.736.428.308.961.050;2025-01-09 10:11:48.961053;000.01;0; ; ; ;;
1.736.428.308.990.590;2025-01-09 10:11:48.990591;000.01;0; ; ; ;;
1.736.428.309.020.590;2025-01-09 10:11:49.020597;000.01;0; ; ; ;;
1.736.428.309.050.430;2025-01-09 10:11:49.050433;000.01;0; ; ; ;;
173.642.830.908.037;2025-01-09 10:11:49.080370;000.01;0; ; ; ;;
1.736.428.309.109.340;2025-01-09 10:11:49.109341;000.01;0; ; ; ;;
1.736.428.309.139.440;2025-01-09 10:11:49.139442;000.01;0; ; ; ;;
1.736.428.309.168.410;2025-01-09 10:11:49.168414;000.01;0; ; ; ;;
1.736.428.309.198.140;2025-01-09 10:11:49.198143;000.01;0; ; ; ;;
1.736.428.309.227.750;2025-01-09 10:11:49.227755;000.01;0; ; ; ;;
173.642.830.925.737;2025-01-09 10:11:49.257370;000.01;0; ; ; ;;
1.736.428.309.286.650;2025-01-09 10:11:49.286652;000.01;0; ; ; ;;
1.736.428.309.316.840;2025-01-09 10:11:49.316846;000.01;0; ; ; ;;
1.736.428.309.347.740;2025-01-09 10:11:49.347743;000.01;0; ; ; ;;
1.736.428.309.409.240;2025-01-09 10:11:49.409249;000.01;0; ; ; ;;
1.736.428.309.439.300;2025-01-09 10:11:49.439302;000.01;0; ; ; ;;
1.736.428.309.469.300;2025-01-09 10:11:49.469308;000.01;0; ; ; ;;
1.736.428.309.498.350;2025-01-09 10:11:49.498358;000.01;0; ; ; ;;
173.642.830.952.751;2025-01-09 10:11:49.527510;000.01;0; ; ; ;;
1.736.428.309.556.610;2025-01-09 10:11:49.556618;000.01;0; ; ; ;;
173.642.830.958.622;2025-01-09 10:11:49.586220;000.01;0; ; ; ;;
1.736.428.309.615.280;2025-01-09 10:11:49.615285;000.01;0; ; ; ;;
1.736.428.309.644.380;2025-01-09 10:11:49.644386;000.01;0; ; ; ;;
1.736.428.309.674.620;2025-01-09 10:11:49.674625;000.01;0; ; ; ;;
1.736.428.309.704.800;2025-01-09 10:11:49.704803;000.01;0; ; ; ;;
1.736.428.309.735.050;2025-01-09 10:11:49.735055;000.01;0; ; ; ;;
1.736.428.309.764.920;2025-01-09 10:11:49.764923;000.01;0; ; ; ;;
1.736.428.309.794.220;2025-01-09 10:11:49.794227;000.01;0; ; ; ;;
1.736.428.309.824.290;2025-01-09 10:11:49.824296;000.01;0; ; ; ;;
1.736.428.309.854.250;2025-01-09 10:11:49.854259;000.01;0; ; ; ;;
1.736.428.309.885.360;2025-01-09 10:11:49.885361;000.01;0; ; ; ;;
1.736.428.309.915.170;2025-01-09 10:11:49.915179;000.01;0; ; ; ;;
1.736.428.309.944.650;2025-01-09 10:11:49.944656;000.01;0; ; ; ;;
1.736.428.309.974.970;2025-01-09 10:11:49.974979;000.01;0; ; ; ;;
1.736.428.310.004.970;2025-01-09 10:11:50.004979;000.01;0; ; ; ;;
1.736.428.310.034.110;2025-01-09 10:11:50.034112;000.01;0; ; ; ;;
1.736.428.310.063.680;2025-01-09 10:11:50.063682;000.01;0; ; ; ;;
1.736.428.310.092.980;2025-01-09 10:11:50.092987;000.01;0; ; ; ;;
1.736.428.310.122.800;2025-01-09 10:11:50.122806;000.01;0; ; ; ;;
1.736.428.310.152.890;2025-01-09 10:11:50.152891;000.01;0; ; ; ;;
1.736.428.310.183.010;2025-01-09 10:11:50.183012;000.01;0; ; ; ;;
173.642.831.024.579;2025-01-09 10:11:50.245790;000.01;0; ; ; ;;
1.736.428.310.275.860;2025-01-09 10:11:50.275864;000.01;0; ; ; ;;
1.736.428.310.306.520;2025-01-09 10:11:50.306524;000.01;0; ; ; ;;
1.736.428.310.335.620;2025-01-09 10:11:50.335622;000.01;0; ; ; ;;
1.736.428.310.364.580;2025-01-09 10:11:50.364583;000.01;0; ; ; ;;
173.642.831.039.418;2025-01-09 10:11:50.394180;000.01;0; ; ; ;;
1.736.428.310.424.150;2025-01-09 10:11:50.424153;000.01;0; ; ; ;;
1.736.428.310.453.880;2025-01-09 10:11:50.453888;000.01;0; ; ; ;;
1.736.428.310.483.660;2025-01-09 10:11:50.483663;000.01;0; ; ; ;;
1.736.428.310.512.710;2025-01-09 10:11:50.512717;000.01;0; ; ; ;;
1.736.428.310.543.140;2025-01-09 10:11:50.543146;000.01;0; ; ; ;;
1.736.428.310.573.010;2025-01-09 10:11:50.573013;000.01;0; ; ; ;;
1.736.428.310.602.150;2025-01-09 10:11:50.602152;000.01;0; ; ; ;;
1.736.428.310.632.480;2025-01-09 10:11:50.632481;000.01;0; ; ; ;;
1.736.428.310.662.600;2025-01-09 10:11:50.662601;000.01;0; ; ; ;;
173.642.831.069.236;2025-01-09 10:11:50.692360;000.01;0; ; ; ;;
1.736.428.310.722.750;2025-01-09 10:11:50.722751;000.01;0; ; ; ;;
1.736.428.310.757.770;2025-01-09 10:11:50.757771;000.01;0; ; ; ;;
1.736.428.310.787.120;2025-01-09 10:11:50.787124;000.01;0; ; ; ;;
1.736.428.310.817.700;2025-01-09 10:11:50.817702;000.01;0; ; ; ;;
1.736.428.310.846.830;2025-01-09 10:11:50.846833;000.01;0; ; ; ;;
173.642.831.087.615;2025-01-09 10:11:50.876150;000.01;0; ; ; ;;
1.736.428.310.905.980;2025-01-09 10:11:50.905982;000.01;0; ; ; ;;
1.736.428.310.935.070;2025-01-09 10:11:50.935071;000.01;0; ; ; ;;
1.736.428.310.964.050;2025-01-09 10:11:50.964051;000.01;0; ; ; ;;
1.736.428.310.992.910;2025-01-09 10:11:50.992915;000.01;0; ; ; ;;
1.736.428.311.022.520;2025-01-09 10:11:51.022528;000.01;0; ; ; ;;
173.642.831.105.223;2025-01-09 10:11:51.052230;000.01;0; ; ; ;;
1.736.428.311.081.480;2025-01-09 10:11:51.081482;000.01;0; ; ; ;;
1.736.428.311.110.580;2025-01-09 10:11:51.110582;000.01;0; ; ; ;;
17.364.283.111.402;2025-01-09 10:11:51.140200;000.01;0; ; ; ;;
1.736.428.311.170.860;2025-01-09 10:11:51.170863;000.01;0; ; ; ;;
1.736.428.311.199.900;2025-01-09 10:11:51.199904;000.01;0; ; ; ;;
1.736.428.311.230.060;2025-01-09 10:11:51.230067;000.01;0; ; ; ;;
173.642.831.125.937;2025-01-09 10:11:51.259370;000.01;0; ; ; ;;
1.736.428.311.289.060;2025-01-09 10:11:51.289062;000.01;0; ; ; ;;
1.736.428.311.318.500;2025-01-09 10:11:51.318505;000.01;0; ; ; ;;
1.736.428.311.347.950;2025-01-09 10:11:51.347958;000.01;0; ; ; ;;
1.736.428.311.377.940;2025-01-09 10:11:51.377948;000.01;0; ; ; ;;
1.736.428.311.407.880;2025-01-09 10:11:51.407886;000.01;0; ; ; ;;
1.736.428.311.437.820;2025-01-09 10:11:51.437821;000.01;0; ; ; ;;
1.736.428.311.468.790;2025-01-09 10:11:51.468792;000.01;0; ; ; ;;
173.642.831.149.808;2025-01-09 10:11:51.498080;000.01;0; ; ; ;;
1.736.428.311.527.230;2025-01-09 10:11:51.527238;000.01;0; ; ; ;;
1.736.428.311.558.020;2025-01-09 10:11:51.558023;000.01;0; ; ; ;;
